Country Rank,Country / Territory,CPI 2014 Score,Surveys Used,Standard Error,90% Confidence interval,Lower,Upper
1,Denmark,92,7,2.04,89,95
2,New Zealand,91,7,2.28,87,95
3,Finland,89,7,2.05,86,92
4,Sweden,87,7,3.41,81,93
5,Norway,86,7,2.38,82,90
5,Switzerland,86,6,2.61,82,90
7,Singapore,84,8,1.75,81,87
8,Netherlands,83,7,1.97,80,86
9,Luxembourg,82,6,2.78,77,87
10,Canada,81,7,2.45,77,85
11,Australia,80,8,1.31,78,82
12,Germany,79,7,2.58,75,83
12,Iceland,79,6,3.16,74,84
14,United Kingdom,78,7,2.09,75,81
15,Belgium,76,7,2.26,72,80
15,Japan,76,8,3.16,71,81
17,Barbados,74,3,8.09,61,87
17,Hong Kong,74,7,2.75,69,79
17,Ireland,74,6,4.75,66,82
17,United States,74,8,3.74,68,80
21,Chile,73,8,1.74,70,76
21,Uruguay,73,6,1.41,71,75
23,Austria,72,7,3.49,66,78
24,Bahamas,71,3,0.99,69,73
25,United Arab Emirates,70,7,5.14,62,78
26,Estonia,69,9,2.89,64,74
26,France,69,7,2.17,65,73
26,Qatar,69,6,7.21,57,81
29,Saint Vincent and the Grenadines,67,3,4.64,59,75
30,Bhutan,65,4,1.81,62,68
31,Botswana,63,6,1.93,60,66
31,Cyprus,63,5,3.92,57,69
31,Portugal,63,7,3.36,57,69
31,Puerto Rico,63,3,4.37,56,70
35,Poland,61,9,2.70,57,65
35,Taiwan,61,7,4.17,54,68
37,Israel,60,6,2.34,56,64
37,Spain,60,7,3.75,54,66
39,Dominica,58,3,2.34,54,62
39,Lithuania,58,8,3.85,52,64
39,Slovenia,58,9,3.03,53,63
42,Cape Verde,57,4,5.94,47,67
43,Korea (South),55,9,2.64,51,59
43,Latvia,55,8,3.35,49,61
43,Malta,55,5,2.63,51,59
43,Seychelles,55,3,8.62,41,69
47,Costa Rica,54,5,4.07,47,61
47,Hungary,54,9,3.45,48,60
47,Mauritius,54,4,2.39,50,58
50,Georgia,52,6,6.47,41,63
50,Malaysia,52,8,2.88,47,57
50,Samoa,52,3,4.88,44,60
53,Czech Republic,51,9,2.94,46,56
54,Slovakia,50,8,4.07,43,57
55,Bahrain,49,5,6.11,39,59
55,Jordan,49,7,2.87,44,54
55,Lesotho,49,5,3.55,43,55
55,Namibia,49,5,4.00,42,56
55,Rwanda,49,4,3.23,44,54
55,Saudi Arabia,49,5,6.69,38,60
61,Croatia,48,9,3.25,43,53
61,Ghana,48,8,3.01,43,53
63,Cuba,46,4,4.46,39,53
64,Oman,45,5,6.55,34,56
64,The FYR of Macedonia,45,6,5.92,35,55
64,Turkey,45,8,2.69,41,49
67,Kuwait,44,5,5.24,35,53
67,South Africa,44,7,2.41,40,48
69,Brazil,43,7,4.01,36,50
69,Bulgaria,43,9,2.82,38,48
69,Greece,43,7,5.56,34,52
69,Italy,43,7,2.26,39,47
69,Romania,43,9,3.60,37,49
69,Senegal,43,8,2.28,39,47
69,Swaziland,43,3,2.98,38,48
76,Montenegro,42,4,4.25,35,49
76,Sao Tome and Principe,42,3,5.05,34,50
78,Serbia,41,7,2.92,36,46
79,Tunisia,40,6,1.72,37,43
80,Benin,39,4,4.38,32,46
80,Bosnia and Herzegovina,39,6,1.15,37,41
80,El Salvador,39,6,1.98,36,42
80,Mongolia,39,7,2.13,35,43
80,Morocco,39,6,3.57,33,45
85,Burkina Faso,38,7,2.67,34,42
85,India,38,9,2.27,34,42
85,Jamaica,38,6,1.80,35,41
85,Peru,38,7,2.63,34,42
85,Philippines,38,8,1.84,35,41
85,Sri Lanka,38,7,2.18,34,42
85,Thailand,38,8,1.60,35,41
85,Trinidad and Tobago,38,4,4.82,30,46
85,Zambia,38,8,2.27,34,42
94,Armenia,37,6,3.69,31,43
94,Colombia,37,7,1.68,34,40
94,Egypt,37,6,2.91,32,42
94,Gabon,37,4,4.19,30,44
94,Liberia,37,6,3.09,32,42
94,Panama,37,6,3.49,31,43
100,Algeria,36,5,2.06,33,39
100,China,36,8,2.17,32,40
100,Suriname,36,3,3.25,31,41
103,Bolivia,35,7,2.98,30,40
103,Mexico,35,8,1.66,32,38
103,Moldova,35,8,2.70,31,39
103,Niger,35,5,3.99,28,42
107,Argentina,34,7,2.42,30,38
107,Djibouti,34,3,9.10,19,49
107,Indonesia,34,8,3.57,28,40
110,Albania,33,7,1.51,31,35
110,Ecuador,33,5,3.56,27,39
110,Ethiopia,33,8,2.54,29,37
110,Kosovo,33,3,2.33,29,37
110,Malawi,33,8,3.03,28,38
115,Côte d´Ivoire,32,8,4.20,25,39
115,Dominican Republic,32,6,3.30,27,37
115,Guatemala,32,6,2.96,27,37
115,Mali,32,6,3.37,26,38
119,Belarus,31,5,4.04,24,38
119,Mozambique,31,7,1.89,28,34
119,Sierra Leone,31,8,2.30,27,35
119,Tanzania,31,8,3.20,26,36
119,Vietnam,31,8,2.55,27,35
124,Guyana,30,4,3.03,25,35
124,Mauritania,30,5,4.23,23,37
126,Azerbaijan,29,6,3.02,24,34
126,Gambia,29,5,7.55,17,41
126,Honduras,29,6,3.49,23,35
126,Kazakhstan,29,8,4.40,22,36
126,Nepal,29,5,2.20,25,33
126,Pakistan,29,7,3.24,24,34
126,Togo,29,5,3.69,23,35
133,Madagascar,28,8,3.38,22,34
133,Nicaragua,28,7,2.03,25,31
133,Timor-Leste,28,3,5.18,19,37
136,Cameroon,27,8,2.87,22,32
136,Iran,27,6,4.72,19,35
136,Kyrgyzstan,27,6,2.35,23,31
136,Lebanon,27,6,3.37,21,33
136,Nigeria,27,8,2.82,22,32
136,Russia,27,8,2.61,23,31
142,Comoros,26,3,8.75,12,40
142,Uganda,26,8,3.03,21,31
142,Ukraine,26,8,1.64,23,29
145,Bangladesh,25,7,4.23,18,32
145,Guinea,25,7,3.21,20,30
145,Kenya,25,8,2.98,20,30
145,Laos,25,4,3.80,19,31
145,Papua New Guinea,25,5,4.16,18,32
150,Central African Republic,24,4,1.33,22,26
150,Paraguay,24,5,2.95,19,29
152,Congo Republic,23,6,4.20,16,30
152,Tajikistan,23,5,5.32,14,32
154,Chad,22,5,2.95,17,27
154,Democratic Republic of the Congo,22,5,4.19,15,29
156,Cambodia,21,7,2.25,17,25
156,Myanmar,21,7,2.87,16,26
156,Zimbabwe,21,8,4.18,14,28
159,Burundi,20,5,3.65,14,26
159,Syria,20,4,5.31,11,29
161,Angola,19,6,1.71,16,22
161,Guinea-Bissau,19,4,2.37,15,23
161,Haiti,19,5,2.86,14,24
161,Venezuela,19,7,1.69,16,22
161,Yemen,19,6,2.37,15,23
166,Eritrea,18,4,7.91,5,31
